year,area,area_name,racecomp,xtype,hp
2024,38,North Dakota,White,Share of self sufficent household households who own a home,.72353071
2024,38,North Dakota,Black,Share of struggling households who own a home,.087704226
2024,38,North Dakota,Black,Share of self sufficent household households who own a home,.23246269
2024,38,North Dakota,Hispanic,Share of struggling households who own a home,.19604909
2024,38,North Dakota,Hispanic,Share of self sufficent household households who own a home,.47903615
2024,38,North Dakota,Asian,Share of struggling households who own a home,.031103089
2024,38,North Dakota,Asian,Share of self sufficent household households who own a home,.24601148
2024,38,North Dakota,Other,Share of struggling households who own a home,.4849748
2024,38,North Dakota,Other,Share of self sufficent household households who own a home,.65995997
2024,39,Ohio,Total,Share of struggling households who own a home,.54674774
2024,39,Ohio,Total,Share of self sufficent household households who own a home,.78154826
2024,39,Ohio,White,Share of struggling households who own a home,.62627977
2024,39,Ohio,White,Share of self sufficent household households who own a home,.81542915
2024,39,Ohio,Black,Share of struggling households who own a home,.29491118
2024,39,Ohio,Black,Share of self sufficent household households who own a home,.56252211
2024,39,Ohio,Hispanic,Share of struggling households who own a home,.41285586
2024,39,Ohio,Hispanic,Share of self sufficent household households who own a home,.62927163
2024,39,Ohio,Asian,Share of struggling households who own a home,.54572624
